2026-07-16 16:03:33,571 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x21', 'data_i': '0x110', 'address_i': '0x26'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:23,769 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x53', 'data_i': '0x11e', 'address_i': '0x20'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:23,770 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xa2', 'data_i': '0x70', 'address_i': '0x51'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:23,770 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xa2', 'data_i': '0x115', 'address_i': '0x30'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:23,770 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xa2', 'data_i': '0x115', 'address_i': '0x30'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,269 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x18', 'data_i': '0x27', 'address_i': '0x3a'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,270 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xb2', 'data_i': '0x196', 'address_i': '0x3f'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,270 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xf4', 'data_i': '0xd2', 'address_i': '0x5b'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,271 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x25', 'data_i': '0xab', 'address_i': '0x4e'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,271 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x21', 'data_i': '0xdf', 'address_i': '0x5d'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,272 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xcd', 'data_i': '0x121', 'address_i': '0x62'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,272 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x88', 'data_i': '0xee', 'address_i': '0x41'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,272 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xff', 'data_i': '0x181', 'address_i': '0x6'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,273 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x1f', 'data_i': '0x185', 'address_i': '0x3d'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,273 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xe6', 'data_i': '0x28', 'address_i': '0x18'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,274 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x5e', 'data_i': '0x144', 'address_i': '0x40'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,274 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x3b', 'data_i': '0x16c', 'address_i': '0x3f'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,274 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x42', 'data_i': '0x18e', 'address_i': '0x16'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,275 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x8a', 'data_i': '0xed', 'address_i': '0x29'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,275 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0xae', 'data_i': '0x53', 'address_i': '0x26'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,275 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x61', 'data_i': '0x1f0', 'address_i': '0x2f'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,276 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x6d', 'data_i': '0x1a6', 'address_i': '0x1'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,276 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x5a', 'data_i': '0x98', 'address_i': '0x42'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,277 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xc8', 'data_i': '0x1b', 'address_i': '0x32'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,277 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xf3', 'data_i': '0x5a', 'address_i': '0x46'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,277 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x90', 'data_i': '0x6e', 'address_i': '0x5d'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,278 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x2f', 'data_i': '0x1de', 'address_i': '0x5a'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,278 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x89', 'data_i': '0x10e', 'address_i': '0xb'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,278 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x10', 'data_i': '0x96', 'address_i': '0x2b'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,279 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x4c', 'data_i': '0x1e1', 'address_i': '0x3'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,279 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xc4', 'data_i': '0x23', 'address_i': '0x31'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,280 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0xb4', 'data_i': '0xcb', 'address_i': '0x49'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,280 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xb8', 'data_i': '0xfe', 'address_i': '0x23'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,280 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x50', 'data_i': '0x1c6', 'address_i': '0x40'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,281 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0xc3', 'data_i': '0x122', 'address_i': '0x1f'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,281 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x94', 'data_i': '0xa8', 'address_i': '0x63'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,282 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xd8', 'data_i': '0x1af', 'address_i': '0x16'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,282 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x50', 'data_i': '0x136', 'address_i': '0x4e'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,282 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x51', 'data_i': '0xa0', 'address_i': '0x2a'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,283 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xdb', 'data_i': '0x52', 'address_i': '0xe'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,283 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x5a', 'data_i': '0x131', 'address_i': '0x17'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,283 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x7e', 'data_i': '0x3', 'address_i': '0x40'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,284 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0xd7', 'data_i': '0xa3', 'address_i': '0x4d'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,284 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x66', 'data_i': '0x59', 'address_i': '0x5c'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,285 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0xed', 'data_i': '0x1b8', 'address_i': '0x32'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,285 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x25', 'data_i': '0xf9', 'address_i': '0x21'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,285 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xe1', 'data_i': '0x197', 'address_i': '0x2d'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,286 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x9', 'data_i': '0x1b8', 'address_i': '0x45'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,286 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xa8', 'data_i': '0x1cf', 'address_i': '0x5d'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,286 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x69', 'data_i': '0xd7', 'address_i': '0xd'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,287 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xe7', 'data_i': '0x1c5', 'address_i': '0x50'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,287 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xc4', 'data_i': '0x3f', 'address_i': '0x31'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,288 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x6e', 'data_i': '0x6', 'address_i': '0x4e'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,288 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x9f', 'data_i': '0x76', 'address_i': '0x29'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,288 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xba', 'data_i': '0x16f', 'address_i': '0x30'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:14:44,289 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xba', 'data_i': '0x16f', 'address_i': '0x30'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,243 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x44', 'data_i': '0xba', 'address_i': '0x44'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,244 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xc3', 'data_i': '0x133', 'address_i': '0x47'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,244 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xe3', 'data_i': '0x1ef', 'address_i': '0x1d'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,245 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xe5', 'data_i': '0x3a', 'address_i': '0x5'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,245 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xc2', 'data_i': '0x1c', 'address_i': '0x62'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,246 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x8d', 'data_i': '0x76', 'address_i': '0x2f'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,246 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x82', 'data_i': '0x138', 'address_i': '0x33'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,246 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xaf', 'data_i': '0x1a0', 'address_i': '0x5e'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,247 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x50', 'data_i': '0x1d', 'address_i': '0x5'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,247 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xde', 'data_i': '0x199', 'address_i': '0x53'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,248 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x6f', 'data_i': '0x2a', 'address_i': '0x46'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,248 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x9e', 'data_i': '0x1ea', 'address_i': '0x2e'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,248 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xa7', 'data_i': '0x66', 'address_i': '0x19'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 17:19:50,249 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0xe5', 'data_i': '0xf6', 'address_i': '0x22'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
